Mesure27
temps(s);entree;sortie
0.0;1.0;-9.397730087337385
0.000226017497132;0.9996829223075361;-8.957973775125408
0.000452034994264;0.9987318903066703;-8.5125367156059
0.000678052491396;0.9971475070994674;-8.061701385088792
0.000904069988528;0.99493077743107;-7.605753683226645
0.00113008748566;0.992083107052534;-7.144982751709848
0.00135610498279;0.9886063018293647;-6.679680790905838
0.00158212247992;0.9845025665963167;-6.210142874558674
0.00180813997706;0.9797745037591863;-5.736666762666439
0.00203415747419;0.9744251116444819;-5.25955271265512
0.00226017497132;0.9684577825980192;-4.779103288968756
0.00248619246845;0.9618763008336467;-4.295623171196573
0.00271220996558;0.954684840033466;-3.8094189608587476
0.00293822746272;0.946887960701069;-3.320798986973451
0.00316424495985;0.93849060726947;-2.8300731105283017
0.00339026245698;0.9294981049655667;-2.3375525279803715
0.00361627995411;0.9199161564331194;-1.8435495739092704
0.00384229745124;0.9097508381163879;-1.3483775229484936
0.00406831494838;0.899008596406722;-0.8523503911206229
0.00429433244551;0.8876962435545485;-0.3557827367023735
0.00452034994264;0.8758209533493445;0.14101053925421578
0.00474636743977;0.8633902565703414;0.6377143926180053
0.0049723849369;0.8504120362108399;1.1340138359656704
0.00519840243404;0.8368945224791677;1.6295941383326749
0.00542441993117;0.8228462875794489;2.1241410248016086
0.0056504374283;0.8082762402754935;2.617340875801318
0.00587645492543;0.7931936202412581;3.108880925990451
0.00610247242256;0.7776079922014563;3.5984494625992633
0.0063284899197;0.761529239866037;4.085736023103976
0.00655450741683;0.7449675596623766;4.570431592108245
0.00678052491396;0.7279334542691596;5.052228797306933
0.00700654241109;0.7104377259560488;5.5308221044079255
0.00723255990822;0.692491469733367;6.005908010888322
0.00745857740536;0.674106066316137;6.477185238462239
0.00768459490249;0.6552931749069403;6.944354924138002
0.00791061239962;0.6360647258021697;7.407120809743781
0.00813662989675;0.6164329128263689;7.865189429801244
0.00836264739389;0.5964101855994526;8.318270297628322
0.00858866489102;0.5760092416417125;8.766076089552877
0.00881468238815;0.5552430183216173;9.208322827120545
0.00904069988528;0.5341246846515094;9.644730057181249
0.00926671738241;0.512667632936407;10.075021029740011
0.00949273487955;0.4908854702811999;10.4989228734595
0.00971875237668;0.468792009961631;10.916166768702846
0.00994476987381;0.4464012626645338;11.326488118007045
0.0101707873709;0.42372742760287924;11.72962671387889
0.0103968048681;0.40078488351126845;12.125326903806938
0.0106228223652;0.37758817952758156;12.513337752384919
0.0108488398623;0.35415202596656226;12.893413200443804
0.0110748573595;0.3304912849911928;13.26531222109153
0.0113008748566;0.3066209611877746;13.628798972561501
0.0115268923537;0.28255619205068716;13.983642947772925
0.0117529098509;0.2583122383828663;14.329619120508104
0.011978927348;0.23390447461808242;14.666508088114046
0.0122049448451;0.20934837907116027;14.99409621063783
0.0124309623423;0.18465952412232445;15.312175746307505
0.0126569798394;0.15985356634188824;15.620544983272698
0.0128829973365;0.13494623656155616;15.91900836752124
0.0131090148337;0.10995332989863325;16.207376626890802
0.0133350323308;0.08489069573946416;16.485466891096873
0.0135610498279;0.05977422768846139;16.753102807700902
0.0137870673251;0.034619853489090295;17.010114653945177
0.0140130848222;0.009443524923203678;17.25633944438341
0.0142391023193;-0.01573879230486569;17.491621034238847
0.0144651198164;-0.04091112869304266;17.7158102184243
0.0146911373136;-0.06605752106865546;17.92876482616138
0.0149171548107;-0.09116202271156781;18.130349811138846
0.0151431723078;-0.11620871346687649;18.320437337152946
0.015369189805;-0.14118170984076436;18.49890685917546
0.0155952073021;-0.16606517507310384;18.665645199797947
0.0158212247992;-0.1908433291804215;18.820546621003828
0.0160472422964;-0.21550045896286182;18.963512891222717
0.0162732597935;-0.2400209279687964;19.094453347624484
0.0164992772906;-0.2643891864107644;19.2132849536136
0.0167252947878;-0.2885897810264531;19.31993235148723
0.0169513122849;-0.3126073648784687;19.41432791022372
0.017177329782;-0.3364267070866785;19.496411768371182
0.0174033472792;-0.3600327024869557;19.566131872008967
0.0176293647763;-0.3834103812102005;19.623444007757904
0.0178553822734;-0.40654491817556415;19.66831183081849
0.0180813997706;-0.42942164249185133;19.70070688801912
0.0183074172677;-0.4520260467611475;19.72060863585983
0.0185334347648;-0.4743437962787628;19.728004453540052
0.018759452262;-0.4963607381236604;19.72288965096218
0.0189854697591;-0.5180629101336105;19.705267471705813
