Mesure1
temps(s);entree;sortie
0.0;1.0;10.008878588991557
0.00774864844419;0.9996829223075361;10.008984825495784
0.0154972968884;0.9987318903066703;10.00274381037526
0.0232459453326;0.9971475070994674;9.990159501403335
0.0309945937767;0.99493077743107;9.971239878987303
0.0387432422209;0.992083107052534;9.945996941107607
0.0464918906651;0.9886063018293647;9.914446695709229
0.0542405391093;0.9845025665963167;9.876609150550186
0.0619891875535;0.9797745037591863;9.832508300513494
0.0697378359977;0.9744251116444819;9.782172112390684
0.0774864844419;0.9684577825980192;9.725632507146509
0.085235132886;0.9618763008336467;9.662925339676097
0.0929837813302;0.9546848400334659;9.594090376067372
0.100732429774;0.946887960701069;9.519171268383182
0.108481078219;0.93849060726947;9.438215526979095
0.116229726663;0.9294981049655668;9.351274490374463
0.123978375107;0.9199161564331194;9.25840329269582
0.131727023551;0.9097508381163878;9.159660828713282
0.139475671995;0.899008596406722;9.055109716492103
0.14722432044;0.8876962435545485;8.944816257683094
0.154972968884;0.8758209533493445;8.828850395477087
0.162721617328;0.8633902565703414;8.707285670250066
0.170470265772;0.8504120362108399;8.580199172927149
0.178218914216;0.8368945224791677;8.447671496094967
0.18596756266;0.8228462875794489;8.309786682893435
0.193716211105;0.8082762402754935;8.166632173719343
0.201464859549;0.7931936202412582;8.01829875077556
0.209213507993;0.7776079922014563;7.864880480501014
0.216962156437;0.761529239866037;7.706474653917945
0.224710804881;0.7449675596623766;7.543181724934282
0.232459453326;0.7279334542691597;7.3751052466402625
0.24020810177;0.7104377259560488;7.202351805639675
0.247956750214;0.692491469733367;7.025030954457397
0.255705398658;0.674106066316137;6.843255142066065
0.263454047102;0.6552931749069402;6.657139642575956
0.271202695547;0.6360647258021697;6.46680248213329
0.278951343991;0.6164329128263689;6.272364364073313
0.286699992435;0.5964101855994526;6.073948592375631
0.294448640879;0.5760092416417125;5.871680993470318
0.302197289323;0.5552430183216172;5.665689836444417
0.309945937767;0.5341246846515094;5.456105751699403
0.317694586212;0.512667632936407;5.243061648111213
0.325443234656;0.4908854702811999;5.026692628745364
0.3331918831;0.468792009961631;4.807135905180621
0.340940531544;0.4464012626645338;4.5845307104955255
0.348689179988;0.42372742760287924;4.3590182109730025
0.356437828433;0.40078488351126845;4.13074141657899
0.364186476877;0.37758817952758156;3.8998450902719113
0.371935125321;0.3541520259665621;3.666475656200453
0.379683773765;0.3304912849911928;3.4307811068479066
0.387432422209;0.3066209611877746;3.1929109091819443
0.395181070654;0.2825561920506874;2.9530159098693294
0.402929719098;0.25831223838286654;2.711248239615693
0.410678367542;0.23390447461808242;2.467761216691028
0.418427015986;0.20934837907116027;2.22270924970208
0.42617566443;0.18465952412232445;1.9762477396733067
0.433924312874;0.15985356634188824;1.7285329814984678
0.441672961319;0.13494623656155638;1.4797220648253862
0.449421609763;0.10995332989863325;1.2299727744366988
0.457170258207;0.08489069573946416;0.979443490189788
0.464918906651;0.05977422768846161;0.7282930865793406
0.472667555095;0.03461985348909052;0.4766808319862331
0.48041620354;0.009443524923203678;0.22476628767662743
0.488164851984;-0.01573879230486569;-0.027290793384656405
0.495913500428;-0.04091112869304266;-0.2793305678423564
0.503662148872;-0.06605752106865569;-0.5311932033162864
0.511410797316;-0.09116202271156781;-0.782718979759894
